870,CR/0029,Andy Pharmacy,"48 Mbukpa Road, Calabar",Pharmacy,Calabar South,Cross River
871,CR/0030,Bifjoy Pharm. Ltd.,"SPC Junction/GRA Frank, Inok Road, FHA, Calabar",Pharmacy,Calabar Municipality,Cross River
872,CR/0031,Analyx Medical Laboratory,"44 Marian Road, Calabar",Laboratory,Calabar Municipality,Cross River
873,CR/0032,Melrose Hospital,5 Melrose Avenue (Enim Okpa) F/C. Ikom,,Ikom,Cross River
874,CR/0033,Benson Clinic & Maternity,"Opp. Motor Park, Four Corners, Ikom",,Ikom,Cross River
875,CR/0034,Mekason Pharmacy Ltd.,"2 Ogoja Road, Ikom",Pharmacy,Ikom,Cross River
876,CR/0035,Biomedic Medical Laboatory & Blood Bank,"N0. 10 Ogoja Road, Ikom",Laboraotory,Ikom,Cross River
877,CR/0037,County Specialist Hospital,"No. 18 Calabar Road, Ikom","Surgery, O&G, Radiology, Laboratory",Ikom,Cross River
878,CR/0038,Zodiac Pharmacy,"17 Okim Osabor Street, Ikom",Pharmacy,Ikom,Cross River
879,CR/0039,Sacred Heart Catholic Hospital,"Ranch Road, Obudu",,Obudu,Cross River
880,CR/0040,Sacred Heart Catholic Hospital,"Ranch, Obudu","Pharmacy, Laboratory",Obudu,Cross River
881,CR/0041,Monaiya Catholic Hospital & Maternity,"Igoli, Ogoja",,Ogoja,Cross River
882,CR/0042,"General Hospital, Igoli","Abakpa Road, Igoli, Ogoja",,Ogoja,Cross River
883,CR/0043,Santa Maria Clinics,"11 Erokoro Street, Abakpa, Ogoja",,Ogoja,Cross River
884,CR/0044,Monaiya Catholic Hospital & Maternity,"Igoli, Ogoja","Physiotheraphy, Radiology, Pharmacy, Laboratory",Ogoja,Cross River
885,CR/0045,General Hospital,"Abakpa Road, Igoli, Ogoja","Surgery, Pharmacy, Laboratory",Ogoja,Cross River
886,CR/0046,Danex Medical Centre,"5 Danex Road Edenkokol, Ijiman, Ugep",,Yakurr,Cross River
887,CR/0048,Comprehensive Health Centre,"(Poly Clinics) Ooba Okpoma, Yala",,Yala,Cross River
888,CR/0049,Offoboche Specialist Hospital & Maternity,"Ijaja Estate, Okuku, Yala",,Yala,Cross River
889,CR/0050,Lutheran Hospital & Maternity,"Abakaliki Road, Yahe, Yala",-,Yala,Cross River
890,CR/0051,County Specialist Hospital,"18 Calabar Road, Ikom",,Ikom,Cross River
891,CR/0052,Mount Zion Medical Centre,"28b Yellow Duke Street, Calabar",,Calabar Municipality,Cross River
892,CR/0055,Gems Pharmacy Ltd.,"50 Ndidem Isang Isong Road, Calabar",Pharmacy,Calabar Municipality,Cross River
893,CR/0056,NAF Medical Centre,"NAF Station, Calabar",,Calabar Municipality,Cross River
894,CR/0058,University of Calabar Teaching Hospital,"Moore Road, Calabar, Cross River State.",,Calabar Municipality,Cross River
895,CR/0059,University of Calabar Teaching Hospital,"Moore Road, Calabar, Cross River State.","O&G, Gen. surgery, Int. medicine, Physiotherapy, Paediatrics, Ophthalmology, Pharmacy, Laboratory",Calabar Municipality,Cross River
896,CR/0061,13 Bde MC Calabar,"Calabar, Cross River State",,Calabar Municipality,Cross River
897,CR/0062,"146 Bn MRS, Calabar","Calabar, Cross River State",,Calabar Municipality,Cross River
898,CR/0063,"245 Recce Bn MRS, Ikom","Ikom, Cross River State",,Ikom,Cross River
899,CR/0064,130 Bn MRS Ogoja,"Ogoja, Cross River State",,Ogoja,Cross River
900,CR/0065,341 AR MRS Ogoja,"Ogoja, Cross River State",,Ogoja,Cross River
901,CR/0066,University of Calabar Health Centre,"Calabar, Cross River State",,Calabar Municipality,Cross River
902,CR/0067,University of Calabar Health Centre,"Calabar, Cross River State","Pharmacy, Laboratory",Calabar Municipality,Cross River
903,CR/0068,Navy Medical Centre,"Calabar, Cross River State",,Calabar Municipality,Cross River
904,CR/0069,Dynasty Medical Centre,"73 Ediim-Otop Street, Calabar, Cross River State",,Calabar Municipality,Cross River
905,CR/0070,Nigerian Navy Medical Clinic,"7, Club Road, Calabar, Cross River State",,Calabar Municipality,Cross River
906,CR/0071,Immanuel Infirmary,"No. 1 Assemblies of God Rd., Army Junction, Calabar",,Calabar Municipality,Cross River
907,CR/0072,Obudu Clinic Ltd,"105-108 Ogoja Road, Obudu, Cross River State",,Obudu,Cross River
908,CR/0073,Peoples Specialist Clinic,"48 Akim Road, Calabar",,Calabar Municipality,Cross River
909,CR/0074,Bassey Enon Medical Centre,"11B Yellow Duke Street, Calabar, C/River State",,Calabar Municipality,Cross River
910,CR/0075,Ikpeme Medical Centre,"18/20 Ambo Street, Calabar, Cross River State",,Calabar Municipality,Cross River
911,CR/0076,Victoria Itam Hospital,"8A Ediba Lane, Big Qua Town, Calabar, C/River State",,Calabar Municipality,Cross River
912,CR/0077,Nigerian Navy Medical Clinic,"7, Club Road, Calabar, Cross River State","O&G, Laboratory, Surgery, Pharmacy",Calabar Municipality,Cross River
913,CR/0078,Peoples Specialist Clinic,"48 Akim Road, Calabar",Surgery,Calabar Municipality,Cross River
914,CR/0079,Bassey Enon Medical Centre,"1/13 Yellow Duke Street, Calabar, C/River State",Surgery,Calabar Municipality,Cross River
915,CR/0080,Victoria Itam Hospital,"8A Ediba Lane, Big Qua Town, Calabar, C/River State","O&G, Paediatrics",Calabar Municipality,Cross River
916,CR/0081,Obudu Clinic Ltd,"105-108 Ogoja Road, Obudu, Cross River State","Surgery, Laboratory",Ikom,Cross River
917,CR/0082,Ikpeme Medical Centre,"18/20 Ambo Street, Calabar, Cross River State",Surgery,Calabar Municipality,Cross River
918,CR/0083,DSS Clinic,"Calabar, Cross River State",,Calabar Municipality,Cross River
919,CR/0084,"Police Clinics, Cross River",Cross River State,,Calabar Municipality,Cross River
920,CR/0085,"Police Children School Clinic, Calabar",Cross River State,,Calabar Municipality,Cross River
921,CR/0086,Amazing Grace Specialist Clinic,"45, Ikot Uduak Street, Off MCC Road, Calabar, C/River State",,Calabar Municipality,Cross River
922,CR/0087,Heritage Specialist Clinic,"64, Ekpo Abasi Street, Calabar, Cross River State",,Calabar South,Cross River
923,CR/0088,Testimony Medical Resource,"58, Atakpa Street, Calabar, Cross River State",,Calabar South,Cross River
924,CR/0089,Mutanda Medical Centre,"9, Edgerley Road, Calabar, Cross River State",,Calabar South,Cross River
925,CR/0090,Pathfinder Clinic,"30 Atamunu Street, Calabar, Cross River State",,Calabar South,Cross River
926,CR/0091,St. Joseph Hospital,"Ikot Ene Ekpabuyo, Cross River State",,Akpabuyo,Cross River
927,CR/0092,Comprehensive Health Centre (UCTH Annex),"Okoyong, Calabar, C/River State",,Odukpani,Cross River
928,CR/0093,General Hospital Akamkpa,"Akamkpa, C/River State",,Akamkpa,Cross River
929,CR/0094,General Hospital Ugep,"Obol Ubi Ujong Avenue, Ugep",,Yakurr,Cross River
930,CR/0095,General Hospital Obubra,"Obubra, C/River State",,Obubra,Cross River
931,CR/0096,Holy Family Catholic Hospital,"Beside Holy Family Parish, Ikom, C/River State",,Ikom,Cross River
932,CR/0097,Ranch Medical Centre,"Obudu Cattle Resort, Obanliku, C/River State",,Obanliku,Cross River
933,CR/0098,Eja Memorial Joint Hospital,"Itigidi, Abi LGA, C/River State",,Abi,Cross River
934,CR/0099,"Union Medical Centre, Calabar","104 Ndidem Island, Isong Road, Calabar, C/River State",,Calabar Municipality,Cross River
935,CR/0100,Cottage Hospital Akpet Central,"Akpet Central, Calabar, C/River State",,Biase,Cross River
936,CR/0101,Ultimate Medical & Consultant,"Plot 328 Unit B Effanga, Mkpa State Housing Estate, Calabar",,Calabar Municipality,Cross River
937,CR/0102,Amazing Grace Specialist Hospital,"45, Ikot Uduak Street, Off MCC Road, Calabar","Paediatrics, O&G",Calabar Municipality,Cross River
938,CR/0103,Mount Zion Medical Centre,"26 Yellow Duke Street, Calabar",Pharmacy,Calabar South,Cross River
939,CR/0104,Heritage Specialist Clinic,"64, Ekpo Abasi Street, Calabar",Internal Medicine,Calabar South,Cross River
940,CR/0105,Testimony Medical Resource,"58, Atakpa Street, Calabar",Surgery,Calabar South,Cross River
941,CR/0106,Federal Psychiatric Hospital Calabar,"Calabar, Cross River State","Laboratory, Psychiatrics, Pharmacy",Calabar South,Cross River
942,CR/0107,Immanuel Infirmary,"1 Assembly of God Road, Army Junction Highway, Calabar",O&G,Calabar Municipality,Cross River
943,CR/0108,Cross River State Eye Care Programme,"C/o College of Health Tech. Mary Slessor Avenue, Calabar",Ophthalmology,Calabar South,Cross River
944,CR/0109,Govt. Dental/Maxillofacial Centre,"Moore Road, Calabar",Dental,Calabar South,Cross River
945,CR/0110,Holy Family Catholic Hospital,"Beside Holy Family Parish, Ikom","Laboratory, Radiology, Pharmacy",Ikom,Cross River
946,CR/0111,St. Joseph Hospital,"Ikot Ene Akpabuyo, Calabar",Laboratory,Akpabuyo,Cross River
947,CR/0112,Dr. Lawrence Henshew Mem. Hospital (form IDH),"New Edgerly Road, Calabar","Laboratory, Pharmacy",Calabar South,Cross River
948,CR/0113,General Hospital Akamkpa,"Akamkpa, Cross River State",Laboratory,Akamkpa,Cross River
949,CR/0114,Mt. Zion Pharmacy,"36 Yellow Duke Street, Calabar, Cross River State",Pharmacy,Calabar South,Cross River
950,CR/0115,Comprehensive Health Centre (UCTH Annex),"Okoyong, Cross River State",Laboratory,Odukpani,Cross River
951,CR/0116,General Hospital Ugep,"Ugep, Cross River State","Pharmacy, Laboratory",Yakurr,Cross River
