374,AN/0069,Universal Medical Laboratory,"62, Oguta Road, Onitsha, Anambra State",Laboratory,Onitsha-North,Anambra
375,AN/0070,Fezi Med. Laboratory,"62A Old Market Road, Onitsha, Anambra",Laboratory,Onitsha-North,Anambra
376,AN/0071,Lisom Reference Laboratory,"46 Old Market Road, Onitsha, Anambra State",Laboratory,Onitsha-North,Anambra
377,AN/0073,Gem Medical Laboratories,"3A Tasia Road, Onitsha, Anambra State.",Laboratory,Onitsha-North,Anambra
378,AN/0074,Olive Medical Laboratory,"51 Old Market Road, Onitsha, Anambra State",Laboratory,Onitsha-North,Anambra
379,AN/0075,Dozie Medical Laboratory,"14, Awka Road, Onitsha, Anambra State",Laboratory,Idemili North,Anambra
380,AN/0076,Mother of Christ Spec. Med. Lab.,"15, Orlu/Ajaegbo Street, Fegge, Onitsha",Loboratory,Onitsha-North,Anambra
381,AN/0077,Chuks Med. Lab.,"48 Owerri, Road, Nnewi, Onitsha",Laboratory,Nnewi South,Anambra
382,AN/0079,Libra Medical Laboratory,"90 Old Enugu/Onitsha Road, Nkpor, Anambra State",Laboratory,Idemili North,Anambra
383,AN/0080,Glanson Medical Laboratory,"Awka, Anambra State",Laboratory,Awka North,Anambra
384,AN/0082,302 FAR MRS Onitsha,"Onitsha, Anambra State",,Onitsha -South,Anambra
385,AN/0083,14 FER MRS Onitsha,"Onitsha, Anambra State",,Onitsha-North,Anambra
386,AN/0084,Cottage Hospital/Comprehensive Health Centre,"Anambra State Police Command, Anambra State",,Anambra East,Anambra
387,AN/0085,Christ the King Hospital,"Off Nkwura Street, Awka, Anambra State",,Awka South,Anambra
388,AN/0086,Holy Rosary Specialist Hospital,"Waterside, Along Bank of the Niger, Onitsha, Anambra State",,Onitsha-North,Anambra
389,AN/0087,Ifebi Medical Centre,"16A, Igwebuike School Road, Awka, Anambra State",,Awka South,Anambra
390,AN/0088,Beluchukwu Memorial Hospital,"Nkwo, Enugu-Ukwu, Anambra State",,Njikoka,Anambra
391,AN/0089,Chukwunonso Hospital & Maternity,"Nanka, Orumba, Anambra State.",,Orumba North,Anambra
392,AN/0090,Chukwunonso Hospital & Maternity,"Oko, Ekwulobin",,Aguata,Anambra
393,AN/0091,St. Charles Borromeo Hospital,"Off Limca Road, Onitsha, Anambra State",,Onitsha-North,Anambra
394,AN/0092,St. Augustines Hospital & Maternity,"Oko, Ekwulobia, Anambra State",,Orumba North,Anambra
395,AN/0093,Ogwueleka Hospital & Maternity,"88, Nnobi Road, Nnewi, Anambra State",,Nnewi North,Anambra
396,AN/0094,White Chapel Specialist Hospital & Maternity,"12, Uzodimma Str., Fegge, Onitsha, Anambra State",,Onitsha -South,Anambra
397,AN/0095,Ugochukwu Hospital & Maternity,"No. 3 Obinna Street, Nkpor, Anambra State",,Idemili North,Anambra
398,AN/0096,Chimaobi Hospital & Maternity,"No. 6 Agba Str., Nnewichi, Nnewi, Anambra State",,Nnewi North,Anambra
399,AN/0097,The Light Specialist Hospital,"No. 40, Eme Court Rd., Umudim, Nnewi, Anambra State",,Nnewi North,Anambra
400,AN/0098,Life Specialist Hospital,"No. 7 Ikemba Drive, Umudim, Nnewi, Anambra State",,Nnewi North,Anambra
401,AN/0099,Chimex Specialist Hospital,"No. 87 Ezemewi Road, Nnewichi, Nnewi, Anambra State",,Nnewi North,Anambra
402,AN/0100,King David Hospital,"Agulu, Anambra State",,Anaocha,Anambra
403,AN/0101,Zion Noel Pharmacy Ltd,No 5 Oranye Street Off Old mkt Rd Onitsha,Pharmacy,Onitsha-North,Anambra
404,AN/0102,Gauze Pharmacy,No 10 Oko Road Ekuloba Aguata,Pharmacy,Aguata,Anambra
405,AN/0103,St Charles Borromeo Hospital,Off Limca Road Onitsha Anambra St,"General Surgery, O&G, Int. medicine, Paediatrics, Physiotherapy, Pharmacy, Laboratory",Onitsha-North,Anambra
406,AN/0104,Holy Rosary Specialist Hospital,"Waterside, Onitsha","Internal Medicine,General Surgery,Radio-Diagnostic/Ultrasonography,Paediatrics,Laboratory,O&G,Pharmacy",Onitsha-North,Anambra
407,AN/0105,Queen's Laboratory,"129 P/H Road Fegge, Onitsha",Laboratory,Onitsha -South,Anambra
408,AN/0110,Think Health Medical laboratory,"36 Ziks Avenue, Awka",Laboratory,Awka South,Anambra
409,AN/0111,Beluchukwu Memorial Hospital,"Nkwo, Enugwu-Ukwu","Radio-Diagnostic/Ultrasonography,Pharmacy",Awka South,Anambra
410,AN/0117,The Light Specialist Hospital,"No. 40, Eme Court Road, Umudim, Nnewi, Anambra State",O&G,Nnewi North,Anambra
411,AN/0119,The Life Specialist Hospital,"No. 7, Ikemba Drive, Umudim, Nnewi, Anambra State","O&G, Laboratory",Nnewi North,Anambra
412,AN/0121,Chimex Clinic & Maternity,"No. 80 Ezemewo Rd., Nnewichi, Nnewi, Anambra State",O&G,Nnewi North,Anambra
413,AN/0122,White Chapel Specialist Hospital,"12 Uzodimma Street, Fegge, Onitsha, Anambra State",Gen. surgery,Onitsha -South,Anambra
414,AN/0123,Sefton Specialist Medical Centre,"5, Onubuya Street, off Court Road, Akwa",,Awka North,Anambra
415,AN/0124,Federal College of Education (Technical),"Umunze, Anambra State","Primary, Pharmacy, Laboratory",Orumba South,Anambra
416,AN/0127,DSS Clinic,"Awka, Anambra State",,Awka North,Anambra
417,AN/0128,"Federal Polytechnic Med. Centre, Okoh","Okoh, Enugu State",,Orumba North,Anambra
418,AN/0129,St. Catherines Hospital & Maternity,"Umumze, Anambra State",,Orumba South,Anambra
419,AN/0130,Sefton Specialist Hospital,"5, Onubuya Street, off Court Road, Akwa","Surgery, Laboratory, Radiology",Awka North,Anambra
420,AN/0131,AWKA MEDICAL CENTER,"HOUSE3,ROAD4,UDOKA HOUSING ESTATE,ANAMBRA STATE",,Awka South,Anambra
421,AN/0132,CHIBUZOR HOSPITAL AND MAT.,"34,ORLU ROAD, EKWULOBIA,ANAMBRA",,Aguata,Anambra
422,AN/0133,CROWN HOSPITAL,"UMUOJI ROAD,MKPOR, ANAMBRA STATE",,Idemili North,Anambra
423,AN/0134,DELTA HOSPITAL AND MAT.,"21 ZIK AVENUE, FEGGE, ONITSHA",,Onitsha -South,Anambra
424,AN/0135,Dionye Memorial Hospital,"OKPO VILLAGE,EKWULOBIA, ANAMBRA",,Aguata,Anambra
425,AN/0136,GOD'S ESTATE SPEC. HOSPITAL,"36, MOORE STREET, ODOAKPU",,Onitsha -South,Anambra
426,AN/0137,GOZIE SPECIALIST HOSPITAL,"10A NEW CEMETARY ROAD, ONITSHA",,Onitsha-North,Anambra
427,AN/0138,IMMACULATE HEART HOSPITAL AND MAT.,OLD ENUGU-ONITSHA,,Idemili North,Anambra
428,AN/0139,MADONNA HOSPITAL AND MAT,"48, OWERRI ROAD, NNEWI",,Nnewi North,Anambra
429,AN/0140,Nnamdi Azikwe University Medical Centre,AWKA,,Awka South,Anambra
430,AN/0141,Ojiofor Specialist Hospital,"Odida-Nnewichi, Nnewi",,Nnewi North,Anambra
431,AN/0142,PARAGON HOSPITAL AND MAT.,"7, BISHOP SHANAHAM STREET, FEGGE, ONITSHA",,Onitsha -South,Anambra
432,AN/0143,ROYAL SPECIALIST HOSPITAL,"12 EMENUGA/CHINA STR, OBOSI, ANAMBRA",,Idemili North,Anambra
433,AN/0144,TRINITY HOSPITAL,"50 AMIKWO ROAD, AWKA",,Awka South,Anambra
434,AN/0145,ZENITH HOSPITAL AND MAT.,"115, NNEWI ROAD, EKWULOBIA",,Awka South,Anambra
435,AN/0146,ALBEAT PHARMACY,"6 AWKA RD, ONITSHA",PHARMACY,Onitsha-North,Anambra
436,AN/0147,BEACON HOSPITAL & MATERNITY,"10 BEACON HOSPITAL STR, AWKA",PAEDIATRICS,Awka South,Anambra
437,AN/0149,ESKAY-NEZ,"114C AWKA RD, ONITSHA",PHARMACY,Onitsha-North,Anambra
438,AN/0154,JONACO PHARMACY STORES LTD,"45 OGUATA RD, ONITSHA",PHARMACY,Onitsha-North,Anambra
439,AN/0155,LANCY PHARMACY,"4 CENTRAL SCH.RD, ONITSHA",PHARMACY,Onitsha-North,Anambra
440,AN/0156,MALIX PHARMACEUTICALS NIG. LTD,"64, NEW MARKET RD, ONITSHA",PHARMACY,Onitsha-North,Anambra
441,AN/0157,MECA PHARMACY LTD,"68, OWERRI RD, NNEWI",PHARMACY,Nnewi North,Anambra
442,AN/0159,NEW HOPE HOSPITAL & MAT.,"26, UMUNNA STR,ONITSHA",RADIOLOGY,Onitsha -South,Anambra
443,AN/0161,SEFFON SPEC. MEDICAL CENTRE,"5 ONWUBUYA STR, OFF COURT RD, AWKA","LABORATORY, SURGERY",Awka South,Anambra
444,AN/0162,OJIAFOR SPEC. HOSPITAL,"ODIDA NNEWICHI, NNEWI",MEDICINE,Nnewi North,Anambra
445,AN/0163,OMED PHARMACY,"47, MODEBE AV, ONITSHA",PHARMACY,Onitsha -South,Anambra
446,AN/0164,PARAGON HOSPITAL & MATERNITY,"7 BISHOP SHANAHAM STR, FEGGE, ONITSHA",LABORATORY,Onitsha -South,Anambra
447,AN/0165,PIONEER X- RAY,"5 ONWUBUYA STR, OFF COURT RD, AWKA",RADIOLOGY,Awka South,Anambra
448,AN/0166,PRIME CONCEP CON. CHILD SPEC. HOSPITAL,"36, OBOSI RD",LABORATORY,Idemili North,Anambra
449,AN/0167,ROYAL SPEC. HOSPITAL,"12 EMENUGA/ CHINA ST, OBOSI.",O & G,Idemili North,Anambra
450,AN/0168,Summit Specialist Hospital & Maternity,"4, Chianumba Street, off Eme Court Road, Nnewi",,Awka North,Anambra
451,AN/0170,Leeds Hospital,"36 Modebe Avenue, Onitsha","Pharmacy, Radiology, Laboratory, Internal Medicine",Onitsha-North,Anambra
452,AN/0171,Apex Medical Centre,Igbo-Ukwu,,Aguata,Anambra
453,AN/0173,Pioneer Int. Spec Hospital,"Plot 193 Owele Ebo Estate, Onitsha",,Onitsha -South,Anambra
454,AN/0174,Pioneer Int. Spec Hospital,"Plot 193 Owele Ebo Estate, Onitsha","Laboratory, Pharmacy, O&G",Onitsha -South,Anambra
455,AN/0175,R N Afunogo Memorial Hospital,"4B St Faith Road, Awka",,Awka South,Anambra
456,AN/0177,Chidera Hospital,"12 Metun Road Umuanuka, Otolo Nnewi",,Nnewi North,Anambra
457,AN/0178,Urban Hospital & Maternity,Enugu/Onitsha Express Way,,Idemili North,Anambra
458,AN/0181,Foundation Hospital,"Amuko Uruagu, Nnewi",,Nnewi South,Anambra
459,AN/0182,Nkem Medical Laboratory,Umunze Orumba,Laboratory,Orumba South,Anambra
460,AN/0183,St Catherine Hospital & Maternity,Umunze Orumba,"Laboratory, Pharmacy",Orumba South,Anambra
461,AN/0184,St Catherine Hospital & Maternity,Umunze Orumba,,Orumba South,Anambra
462,AN/0186,Adinma Specialist Hospital & Maternity,1 Lady''''s Road (Our Lady''''s B/Stop Nkpor),,Idemili North,Anambra
463,AN/0188,Divine Care Specialist Hospital & Maternity,"77 Igwe Orizu Road, Otolo Nnewi",,Nnewi North,Anambra
464,AN/0190,Edmund Hospital,"1 Edmund Hospital Avenue, Onitsha",,Ogbaru,Anambra
465,AN/0191,Bex Memorial Hospital,"Km 1 Owerri Road, Onitsha",,Onitsha-North,Anambra
466,AN/0192,Faith Eye Clinic,"40B Modebe Avenue, Onitsha",Optometry,Onitsha -South,Anambra
467,AN/0193,Iyienu Hospital,"Iyienu Hospital Road, Ogidi",,Idemili North,Anambra
468,AN/0194,Summer Hill Hospital,14 Obosi Road Npor,Surgery,Idemili North,Anambra
469,AN/0195,St Victoria Specialist Hospital & Maternity,61 Orlu Ekwulobia,,Aguata,Anambra
470,AN/0197,Omega Physiotherapy,"46 Old Hospital Road, Onitsha",Physiotherapy,Onitsha -South,Anambra
471,AN/0198,Crest Specialist Clinic,"20 Enweana Street B/D Cat Kwata, Awka",,Awka South,Anambra
472,AN/0200,Grace Specialist Hospital & Maternity,"13A Akunwa Okoye Odume Layout, Obosi",,Idemili North,Anambra
473,AN/0202,Infant Jesus Hospital & Children Clinic,"1 Emenike Crescent, Oremohu Street, Awada",,Idemili North,Anambra
474,AN/0203,Bethsaida Specialist Hospital,"Plot CL6, Pond Street Housing Estate, Feggae, Onitsha",,Onitsha -South,Anambra
475,AN/0205,Ogechukwu Hospital,"26 Orlu Road, Ekwulobia",,Aguata,Anambra
