977,CR/0142,NNSS Sick Bay,Calabar,,Calabar Municipality,Cross River
978,CR/0143,Mego Vision Clinic,"82, Mayne Avenue, Calabar, Cross River State.",,Calabar Municipality,Cross River
979,CR/0149,Calabar Women and Children Hospital,164/165 Murtala Mohammed Way Calabar,,Calabar Municipality,Cross River
980,DT/0001,May Flower Clinic & Maternity,"54 Nnebisi Road, Off Cable Point Asaba",,Uvwie,Delta
981,DT/0002,Good Samaritan Hospital,"3 Good Samaritan Rd, Cable Point-Asaba",,Uvwie,Delta
982,DT/0004,Crest Clinics,"30, Ezenei Avenue, Asaba",,Uvwie,Delta
983,DT/0005,Blue Cross Specialist Dental Clinic,"21, Nnebisi Road, Former NEPA Commercial office, Asaba",Dental,Uvwie,Delta
984,DT/0006,Helt Hospital Ltd.,169 Nnebisi Rd. Asaba,Pharmacy,Oshimili - South,Delta
985,DT/0007,Dubinac Pharmacy Industries Ltd.,"No.62 Nnebisi Rd, Cable Point Asaba",Pharmacy,Oshimili - South,Delta
986,DT/0008,Ohans Pharmacy,"110, Nnebisi Road, Asaba",Pharmacy,Uvwie,Delta
987,DT/0010,Reference Diagnostic Medical Lab.,"134, Nnebisi Road, Asaba",Laboratory,Oshimili - South,Delta
988,DT/0012,Oghor Specialist Clinic & Hospital,"Izobo Street, Effurum",,Uvwie,Delta
989,DT/0014,Caboc Dental Clinic,"Plot 540, 12th Ddpa, Airport Road, Effurum",,Uvwie,Delta
990,DT/0015,Win Rose Clinic,"Enerhen Road, Effurun",O & G Surgery Laboratory,Warri North,Delta
991,DT/0018,Splendour Pharm. Ltd.,1 ugborikoko Road Off Aiport Road Warri,Pharmacy,Uvwie,Delta
992,DT/0019,Supamed Pharmacy,"94, Jakpa Road, Effurum",Pharmacy,Uvwie,Delta
993,DT/0020,Arhomed Pharm. Ltd.,"30A, 1st Urhusi Street Eku",Pharmacy,Ethiope East,Delta
994,DT/0021,Faith Medical Lab.,20 Agoeze St. Umnaji Quarters Asaba,Laboratory,Oshimili - South,Delta
995,DT/0022,Joen Pharmacy Ltd.,102 Jakpa Road Effurun,Pharmacy,Uvwie,Delta
996,DT/0023,Sapele Clinic,"181, New Ogorode Road",,Sapele,Delta
997,DT/0026,Hosanna Pharm. Ltd.,14 Market Raod Sapele,Pharmacy,Sapele,Delta
998,DT/0027,Kwofia Clinic And Maternity,"3, Kwofia Close, Po Box 35, Ovwian, Delta St.",,Udu,Delta
999,DT/0029,Ufor Hospital,"19, Uloho Avenue Off Isoko Rd Ughelli",,Ughelli North,Delta
1000,DT/0030,Fabok Nig. Ltd (Pharm),"No. 157, Jakpa Road, Effurun",Pharmacy,Uvwie,Delta
1001,DT/0032,Erada Clinic And Maternity,"9, Marioghae Str., Atamakolomi Layout,Off Udu Rd, Enerhen, W",,Warri North,Delta
1002,DT/0033,Estate Specialist Hospital,"47, Onofegbara Str., Polokor Market, Warri",,Warri North,Delta
1003,DT/0035,Twins Clinic/Maternity Annexe,"No. 1, Twins Clinic Drive, Off Deco Rd., Warri",,Warri North,Delta
1004,DT/0036,Fountains Clinic And Maternity,"1, Enughe Str., Off Ogborikoko Road, Warri",,Warri North,Delta
1005,DT/0037,Elohor Clinic And Maternity,"No. 200 Old Ughelli-Warri Road, Oviri-Agbarho, Delta State",,Warri North,Delta
1006,DT/0038,Deko Specialist Clinic,"1, S. O. Agbowu Str .,By Efejuku Str, Off Deco Road, Warri",,Warri North,Delta
1007,DT/0039,Winrose Clinic,"Enerhen Road, Effurum",,Warri North,Delta
1008,DT/0040,Veenell Hospital,"Okumogbo Avenue, Warri","Radiology, Pharmacy",Warri South,Delta
1009,DT/0041,Ame Specialist Clinic,15 Okumagba Avenue,O & G,Warri North,Delta
1010,DT/0042,Kwofia Clinic & Maternity,"No 3, Udu Road Ovwian,Warri",Laboratory,Udu,Delta
1011,DT/0043,Living Springs Dental Clinic,"6, Okumagba Avenue, Warri,",Dental,Warri North,Delta
1012,DT/0044,Pharmserve Nig. Ltd.,129 Ajarnimogbo Road Warri,Pharmacy,Warri South,Delta
1013,DT/0045,Greso Pharm. Ltd.,27 NNPC Housing Complex Rd. Ekpan-Warri,Pharmacy,Uvwie,Delta
1014,DT/0046,Rosa Mystica Pharmacy Ltd.,"110, Warri Sapele Road Warri",Pharmacy,Warri South,Delta
1015,DT/0047,SF Dimentional Services Ltd. (Pharm),15 Robert Road Warri,Pharmacy,Warri North,Delta
1016,DT/0048,Bowspring Industries Ltd.(Pharm),"17, Ogunu Road Warri",Pharmacy,Warri North,Delta
1017,DT/0049,Herltez-Nig Ltd. (Pharm),"81, Okere Ugborikoko Road Warri",Pharmacy,Warri North,Delta
1018,DT/0050,Medvic (Nig.) Ltd. (Pharm.),128 Warri/Sapele Road Opp. Old Leventis Warri,Pharmacy,Warri South,Delta
1019,DT/0051,Ufor Hospital,"No. 19, Uloho Avenue, Ughelli","Surgery, Laboratory, Radiology",Ughelli North,Delta
1020,DT/0052,Central Hospital,Ughelli,"Surgery, Radiology, Orthopaedic, Dental",Uvwie,Delta
1021,DT/0053,Osmo-Real Pharmacy,"No. 14, MCC Road, Enerhen, Warri",Pharmacy,Uvwie,Delta
1022,DT/0054,Osco Pharmacy,"No. 43, Isoko Road, Ughelli",Pharmacy,Uvwie,Delta
1023,DT/0056,Excelsior Pharmacy Ltd.,"N0. 15 Emeblren Street, Off FSS Okumogba Layout Warri",Pharmacy,Warri South,Delta
1024,DT/0057,Keesom Pharm. & stores,No. 9 Odion Road. Warri,Pharmacy,Warri South,Delta
1025,DT/0058,Capitol Hill Clinic,"Ranyo's Place2, Omamofe Sillo Street, Off Etuwewe St.","Radiology, Laboratory",Warri South,Delta
1026,DT/0060,Federal Medical Centre Asaba,Asaba,,Uvwie,Delta
1027,DT/0063,Sage Clinic,"29 Okere/Ugborikoko Road Okumagba Layout, Warri",,Warri North,Delta
1028,DT/0064,Central Hospital Warri,NPA,,Warri North,Delta
1029,DT/0065,Capitol Hill Clinic,2 Omamofe Silo Str Warri,,Warri North,Delta
1030,DT/0066,Agbawus Medical Centre,"3, Ogbo Drive, Ekurede, Warri",,Warri North,Delta
1031,DT/0068,Goodnews Hospital,"Omatar Street, Off Refinery Road by WOPOT Company, Ekpan, Warri, Delta State",,Warri North,Delta
1032,DT/0069,Etefia Clinic,"25, Oruhworun Road, Po Box 12, Ovwian, Warri",,Warri North,Delta
1033,DT/0070,Veenell Hospital,"Okumagba Avenue, Warri",,Warri North,Delta
1034,DT/0072,Estate Specialist Clinic,"47, Onofeghara Street, Polokar Market, Warri","Pharmacy, Surgery, Laboratory",Warri North,Delta
1035,DT/0073,Mass Specialist Clinic,"No. 13 Effurun/Sapele Road Enerhen Junction, Effurun",ENT,Uvwie,Delta
1036,DT/0074,Caboo Dental Clinic,"Plot 540, 12th Street DDPA Airport Road, Effurun",Dental,Uvwie,Delta
1037,DT/0075,Mr. Anglese Hilary,"C/o Spendour Pharm. 1, Ugborikoko Road Off Airport Rd",Pharmacy,Uvwie,Delta
1038,DT/0076,Rahoboth Pharmacy,"1 Najomo Street along St. Mary's Hospital Road, Effurun",Pharmacy,Uvwie,Delta
1039,DT/0077,Peter Ughwubruisi Chemists Ltd.,"43, Market Road Sapele",Pharmacy,Sapele,Delta
1040,DT/0078,Amen Pharmacy,8 adeola Road Ugbeyiyi Sapele,Pharmacy,Sapele,Delta
1041,DT/0079,Aureth Pharmacy Ltd.,"Ralex Plaza 42, Ezenei Avenue Asaba",Pharmacy,Uvwie,Delta
1042,DT/0080,Dubindelu Pharm. Industries Nig. Ltd.,"62, Nnebisi Road Asaba",Pharmacy,Uvwie,Delta
1043,DT/0083,DSS Clinic,"Asaba, Delta State",,Uvwie,Delta
1044,DT/0084,Central Hospital Ughelli,"Ughelli, Delta State",,Ughelli North,Delta
1045,DT/0085,Dieveta Pharmacy,"50, Iwereko Road, Ughelli, Delta State",Pharmacy,Ughelli North,Delta
1046,DT/0087,Fedunique (Nig.) Ltd.,"7, NNPC Housing Complex Rd., Edjeba, (Opp. C.O.E.), Warri.",Pharmacy,Warri South,Delta
1047,DT/0088,Humanity Hospital,"No. 3 Enere Road, Warri, Delta State",,Warri North,Delta
1048,DT/0090,Westend Hospital,"2, 25th Street, Airport Road, Warri, Delta State",,Uvwie,Delta
1049,DT/0091,Westend Hospital,"2, 25th Street, Airport Road, Warri, Delta State","Radiology, ENT, Pharmacy, Laboratory",Uvwie,Delta
1050,DT/0092,Ame Specialist Hospital,"15, Okumagba Avenue, Warri, Delta State",,Warri North,Delta
1051,DT/0093,"93 Bn MRS, Warri","Warri, Delta State",,Warri North,Delta
1052,DT/0094,Navy Medical Centre,"Sapele, Delta State",,Sapele,Delta
1053,DT/0095,Sick bay NNS DELTA,"Warri, Delta State",,Warri North,Delta
1054,DT/0096,Ebony Clinic & Maternity,"109 Okumagba Avenue, By Ojabugbe Junction Warri, Delta State",,Warri South,Delta
1055,DT/0098,Radio Road Clinic & Maternity,"9 Radio Road, Off Lower Erejinwa Road, Warri, Delta State",,Warri South,Delta
1056,DT/0099,Ogana Memorial Clinic & Maternity,"33, Ginuwa Road by Ogboru Junction, Delta State",,Warri South,Delta
1057,DT/0100,St. Georges Specialist Clinic & Maternity,"4, Idoma Street (Opp. Palm Grove Motel Gate), Warri, Delta State",,Warri South,Delta
1058,DT/0101,Vertimon Medical Centre,"3 Merogun Srt, Warri, Delta State",,Warri South,Delta
1059,DT/0102,Day Spring Clinic,"Plot 57C 14th Street, D.D.P.A., Effurun, Warri, Delta State",,Uvwie,Delta
1060,DT/0103,Lily Clinic/Hospital,"6 Brisbe Street Off Deco Rd, Warri Delta",,Warri North,Delta
1061,DT/0104,Ebonny Clinic,"109, Okumagbo Avenue, Warri, Delta State",Laboratory,Warri South,Delta
1062,DT/0105,St. Georges Specialist Hospital,"4 Idiama Street, Opp. Palmgrove, Warri, Delta State",Laboratory,Warri South,Delta
1063,DT/0106,Ogana Memorial Clinic,"33, Giniwa Street by Ogboru, Warri Delta State",Laboratory,Warri South,Delta
1064,DT/0107,Radio Road Clinic & Maternity,"9 Radio Road, Warri, Delta State",Laboratory,Warri South,Delta
1065,DT/0108,Vertimon Medical Centre,"3 Merogun Str., Warri, Delta State","Surgery, Paediatrics, Ultrasound, Laboratory",Warri South,Delta
1066,DT/0109,Lily Clinic/Hospital,"6 Brisibe Street, Off Deco Road, Warri, Delta State","O&G, Surgery, Paediatrics, Laboratory, Pharmacy, Internal Medicine",Warri North,Delta
1067,DT/0110,"Federal Medical Centre, Asaba","Asaba, Delta State","Ophthalmology, Dental, Radiology, Pharmacy, Orthopaedics, Surgery, Lab., O&G",Uvwie,Delta
1068,DT/0111,Petroleum Training Institute (Hospital),"Effurun, Delta State.",,Warri North,Delta
1069,DT/0112,"Police Clinics, Delta",Delta State,,Warri South,Delta
1070,DT/0113,Camp Clinic,"Steel Town 2, Ohioworun, Delta State",,Udu,Delta
