504,BA/0024,DSS Clinic,"Bauchi, Bauchi State",,Bauchi,Bauchi
505,BA/0025,Federal Medical Centre - Azare,"P.M.B. 005, Azare, Bauchi State.",,Katagum,Bauchi
506,BA/0026,Bauchi State Specialist Hospital,"Nassarawa Jahun Road, Bauchi",,Bauchi,Bauchi
507,BA/0027,33 AB MRS Bauchi,"Bauchi, Bauchi State",,Bauchi,Bauchi
508,BA/0028,"211 TK Bn MRS, Bauchi","Bauchi, Bauchi State",,Bauchi,Bauchi
509,BA/0029,301 SPAR GS Bauchi,Bauchi State,,Bauchi,Bauchi
510,BA/0030,ACCS MIR Bauchi,"Bauchi, Bauchi State",,Bauchi,Bauchi
511,BA/0031,Alheri Medical centre,"Ilelah Street, Bauchi",,Bauchi,Bauchi
512,BA/0032,Bauchi State Police Clinic,"Bauchi, Bauchi State",,Bauchi,Bauchi
513,BA/0033,Abubakar Tafawa Balewa Health Centre,"Bauchi, Bauchi State",,Bauchi,Bauchi
514,BA/0035,"RAILWAY HOSPITAL, BAUCHI",RAILWAY COMPOUND,,Bauchi,Bauchi
515,BA/0036,PAHLYCON CLINICS,"SABUWAN KASUWA RAILWAY ROAD, BAUCHI",,Bauchi,Bauchi
516,BA/0037,"Federal Polytechnic medical center, bauchi",BAUCHI,,Bauchi,Bauchi
517,BA/0040,GENERAL HOSPITAL NINGI,NINGI- BAUCHI STATE,,Ningi,Bauchi
518,BA/0041,GENERAL HOSPITAL MISAU,MISAU- BAUCHI STATE,,Misau,Bauchi
519,BA/0042,GENERAL HOSPITAL SHIRA,SHIRA - BAUCHI STATE,,Shira,Bauchi
520,BA/0043,GENERAL HOSPITAL TORO,TORO - BAUCHI STATE,,Toro,Bauchi
521,BA/0044,GENERAL HOSPITAL TAFAWA BALEWA,TAFAWA BALEWA - BAUCHI STATE,,Tafawa Balewa,Bauchi
522,BA/0045,GENERAL HOSPITAL KATAGUM,KATAGUM - BAUCHI STATE,,Katagum,Bauchi
523,BA/0046,GENERAL HOSPITAL DARAZO,DARAZO - BAUCHI STATE,,Darazo,Bauchi
524,BA/0047,GENERAL HOSPITAL DASS,DASS - BAUCHI STATE,,Dass,Bauchi
525,BA/0048,GENERAL HOSPITAL JAMA'ARE,JAMA''''ARE - BAUCHI STATE,,Jama'Are,Bauchi
526,BA/0049,GENERAL HOSPITAL GAMAWA,GAMAWA - BAUCHI STATE,,Gamawa,Bauchi
527,BA/0050,GENERAL HOSPITAL ALKALERI,ALKALERI - BAUCHI STATE,,Alkaleri,Bauchi
528,BA/0051,GENERAL HOSPITAL ITAS,ITAS - BAUCHI STATE,,Itas/Gadau,Bauchi
529,BA/0053,General Hospital Bayara,Bauchi,,Bauchi,Bauchi
530,BA/0054,"Model Primary Health Centre, Yelwan Duguri",Yelwan Duguri,,Alkaleri,Bauchi
531,BA/0055,Ibrahim Bako Primary Health Centre,Ibrahim Bako Road,,Bauchi,Bauchi
532,BA/0056,"Family Planning Clinic, Kofar Wase",Kofar Wase,,Bauchi,Bauchi
533,BA/0057,"Model Primary Health Centre, Nasaru Village",Nasaru Village,,Ningi,Bauchi
534,BA/0058,"Model Primary Health Centre, Tsangaya Village",Tsangaya Village,,Ningi,Bauchi
535,BA/0059,"Model Primary Health Centre, Ganjuwa",Mia Village Ganjuwa,,Ganjuwa,Bauchi
536,BA/0060,"Model Primary Health Centre, Dambam","Jalam Village, Dambam",,Dambam,Bauchi
537,BA/0061,"Model Primary Health Centre, Yayu",Yayu Village,,Yayu,Bauchi
538,BA/0062,"Model Primary Health Centre, Zaki",Murmur Village,,Zaki,Bauchi
539,BA/0063,"Model Primary Health Centre, Giade","Zabi Village, Giade",,Giade,Bauchi
540,BA/0064,"Model Primary Health Centre, Shira",Faggo Village,,Shira,Bauchi
541,BA/0065,"Urban Maternity, Azare",Azare Village Katagum,,Katagum,Bauchi
542,BA/0066,"Yahaya Clinic, Jama'are","Federal Low Cost, Talba Road, Jama''''''''are",,Jama'Are,Bauchi
543,BA/0067,Alwadata Consultant Clinic,7 KWANI CLOSE FADAMI CLOSE MADA BAUCHI,PRIMARY,Bauchi,Bauchi
544,BA/0069,Abubakar Tatari Polytechnic Medical Centre,"Office of The Registrar, Wuntin Dada, Jos Road, Bauchi",,Bauchi,Bauchi
545,BA/0070,"General Hospital, Kafi Madaki",Kafi Madaki,,Ganjuwa,Bauchi
546,BA/0071,"General Hospital, Burra",Burra,,Ningi,Bauchi
547,BA/0072,"General Hospital, Boto",Boto,,Tafawa Balewa,Bauchi
548,BA/0073,NEEBEN PHARMACY LIMITED,B 295 WUNTI STREET- BAUCHI STATE,,Itas/Gadau,Bauchi
549,BA/0074,Ubani Dental Clinic,"1 Boni Haruna Street, Bauchi",Dental,Bauchi,Bauchi
550,BA/0075,Nagarta Clinic,"1 Bingi Layout, Rafin Zurfi",,Bauchi,Bauchi
551,BA/0076,Gama Clinics,"Daba Makaho Street, Azare",,Katagum,Bauchi
552,BA/0077,Zamani Pharmaceutical Chemist,Along Federal Lowcost/Railway Road,Pharmacy,Bauchi,Bauchi
553,BA/0078,Damup Medical Laboratory,10B Yandoka Road Beside Yankari Savings & Loans,Laboratory,Bauchi,Bauchi
554,BA/0079,City Plus Sky Pharmacy Co.,"4 Gombe Road, Bauchi",Pharmacy,Bauchi,Bauchi
555,BA/0080,Yankari Pharmacy,"203 Railway Road, Bauchi",Pharmacy,Bauchi,Bauchi
556,BA/0081,Frontier Pharmaceutical Ltd,"17 & 18 Basma Plaza, Yelwan Makaranta, Bauchi",Pharmacy,Bauchi,Bauchi
557,BA/0082,33 AB Medical Centre,"33 Artillery Brigade, Bauchi","Dental, Laboratory",Bauchi,Bauchi
558,BA/0083,Albishir Clinic & Maternity,"2 Bununu Road, Behind Police Outpost, GRA Bauchi",,Bauchi,Bauchi
559,BA/0084,Medical Centre College of Education,"College of Education, Azare",,Katagum,Bauchi
560,BA/0085,AHF Globe Diagnostic Laboratory,"Old Musaba Jahun Street, Bauchi",Laboratory,Bauchi,Bauchi
561,BN/0001,"General Hospital, Adikpo",Adikpo,,Ado,Benue
562,BN/0002,"General Hospital, Aliade",Aliade,,Gwer East,Benue
563,BN/0003,TBT Hospital,"91, Cape Doanes Way, Gboko",,Gboko,Benue
564,BN/0004,Myom Hospital,"General Hospital Road, Gboko",,Gboko,Benue
565,BN/0005,"General Hospital, Gboko",Gboko,,Gboko,Benue
566,BN/0007,Baki Hospital,"Opp. Base Garden GRA, Gboko",,Gboko,Benue
567,BN/0010,"General Hospital, Katsina-Ala",Katsina-Ala,,Katsina-Ala,Benue
568,BN/0011,General Hospital,Katsina-Ala,"Laboratory, Pharmacy, Radiology",Katsina-Ala,Benue
569,BN/0012,Federal Medical Centre - Makurdi,"Makurdi, Benue State",,Makurdi,Benue
570,BN/0013,"General Hospital,North Bank","North Bank, Makurdi",,Makurdi,Benue
571,BN/0015,Madonna Health Service Ltd.,"(Madonna Hospital) New Bridge Road, Behind Union Bank Mkd",,Makurdi,Benue
572,BN/0016,Jolua Clinic & Maternity,"No.9 Maccathy Close, Makurdi",,Makurdi,Benue
573,BN/0017,Lobi Hospital,"High Level, Makurdi",,Makurdi,Benue
574,BN/0018,Bishop Murray Medical Centre,"Close To St. Theresa Church, High Level Makurdi",,Makurdi,Benue
575,BN/0019,Sandra Hospital,"24, J.S. Tarka Road, Opp. Maltino Filling Station, Makurdi",,Makurdi,Benue
576,BN/0020,Immaculate Conception Hospital,"Walla Mayo, High Level, Makurdi",,Makurdi,Benue
577,BN/0021,Judita Hospital,"No.4, Gondo Road, Makurdi",,Makurdi,Benue
578,BN/0023,Family Practice Hospital,"4, Landar Close Ankpa Quarters, North Bank, Makurdi",,Makurdi,Benue
579,BN/0024,Homa Hospital,"Hudco Quarters, High Level , Makurdi",,Makurdi,Benue
580,BN/0025,Hemko Hospital,"Kanshio, Makurdi",,Makurdi,Benue
581,BN/0026,El-Shaddai Specialist Hospital,"Plot 2319, Kanshio Makurdi",,Makurdi,Benue
582,BN/0028,Pampas Hospital & Maternity,"27, Iyorchia Ayu Road, Wurukum Makurdi",,Makurdi,Benue
583,BN/0029,Queen's Clinic,"16, Railway Close, High Level Makurdi",,Makurdi,Benue
584,BN/0030,Grace Cottage Hospital,"7, David Mark Bye Pass, Makurdi",,Makurdi,Benue
585,BN/0031,Federal Medical Centre,"Makurdi, Benue State","O&G, Paediatrics, Gen. Surgery, Ophthalmology, Dentistry, Physiotherapy, Radiology, laboratory,pharmacy &internal medicine",Makurdi,Benue
586,BN/0032,Niger Optical Services,"16, Ali Akilu Road, Makurdi",Opthometry,Makurdi,Benue
587,BN/0033,Desmon Pharmacy & Allied,"Ventures 51, Railway Bye Pass, High Level Makurdi",Pharmacy,Makurdi,Benue
588,BN/0035,Vical Pharmacy,"6, Ali Akilu Road, Makurdi",Pharmacy,Makurdi,Benue
589,BN/0039,Baz Medical Laboratory,"7, Zion Street, Makurdi",Laboratory,Makurdi,Benue
590,BN/0040,Compass Medical Lab.,"27, Iyochia Ayu Street, Makurdi",Laboratory,Makurdi,Benue
591,BN/0041,Hospital of Immaculate Conception,Makurdi,"Physiotherapy, Radiology, Orthopaedic Surgery, Gen. Medicine, Gen. Surgery, Laboratory",Makurdi,Benue
592,BN/0042,El-Shaddai Specialist Hospital,"Plot 2319, Kanshio, Makurdi","Gen. Medicine, Radiology, O & G, Laboratory, Surgery",Makurdi,Benue
593,BN/0043,Madonna Health Services Ltd.,"New Bridge Road, Behind, Union Bank, Makurdi","Gen. Medicine, Paediatrics, O&G, Surgery, Radiology, Laboratory",Makurdi,Benue
594,BN/0044,Bishop Murrah Medical Centre,"Close to St. Theresa Church, High Level, Makurdi","Gen. Medicine, Paediatrics, O & G, Surgery, Radialogy, Laboratory",Makurdi,Benue
